date,department,project_count,avg_project_duration,budget_k,employee_count,actual_spend_k,revenue_k,customer_satisfaction,project_success_rate,risk_level
2021-01-01,Finance,5,24,285.21,112,303.84,548.82,78.3,88.2,medium
2021-01-03,Marketing,5,37,174.25,144,253.57,352.49,58.5,74.7,high
2021-01-03,Marketing,5,29,231.96,173,221.99,462.27,79.3,88.8,low
2021-01-04,HR,4,9,431.96,140,251.15,720.77,100.0,100.0,low
2021-01-07,Operations,6,43,106.92,25,106.27,312.94,88.1,85.2,low
2021-01-07,IT,5,26,468.44,26,455.95,904.73,83.3,86.2,low
2021-01-07,Finance,6,42,390.83,54,304.32,802.52,100.0,87.6,low
2021-01-07,HR,7,25,458.43,59,565.26,564.04,72.2,79.4,high
2021-01-08,Marketing,6,21,238.72,77,275.23,455.32,70.9,78.7,medium
2021-01-09,R&D,8,20,176.76,97,109.47,462.37,97.2,99.8,medium
2021-01-10,Marketing,5,24,241.17,41,171.69,450.21,99.2,87.5,low
2021-01-11,Sales,7,42,380.35,23,502.67,801.83,71.7,68.4,high
2021-01-13,Finance,5,37,189.38,96,187.34,332.53,79.2,86.1,low
2021-01-14,IT,8,48,303.27,149,422.71,609.82,58.4,66.8,high
2021-01-14,Marketing,5,22,170.75,17,216.65,265.99,64.0,75.4,high
2021-01-18,HR,6,35,459.9,25,324.06,740.39,97.0,91.9,low
2021-01-19,Marketing,4,33,381.56,191,463.33,762.67,64.5,85.6,high
2021-01-19,HR,10,38,480.14,190,505.69,691.14,82.8,77.7,medium
2021-01-20,Operations,5,33,366.92,189,369.8,1142.9,83.0,89.1,low
2021-01-20,HR,6,21,499.69,199,543.47,810.84,72.5,85.8,medium
2021-01-20,HR,7,35,66.43,73,103.43,113.25,58.7,62.9,high
2021-01-21,Operations,5,25,170.61,197,131.73,534.0,93.2,90.9,low
2021-01-21,R&D,9,37,118.87,86,141.99,281.37,72.2,69.6,medium
2021-01-22,Operations,7,29,261.67,64,317.1,585.41,69.0,68.2,high
2021-01-22,IT,8,25,366.76,197,332.82,780.7,89.6,89.8,medium
2021-01-24,Operations,9,23,324.19,101,329.58,887.35,84.9,84.2,medium
2021-01-24,Marketing,5,31,395.02,99,358.35,769.1,84.2,87.0,low
2021-01-26,IT,5,34,474.17,19,397.82,1036.82,89.8,86.9,low
2021-01-26,IT,5,21,167.03,147,222.56,341.72,67.7,70.3,high
2021-01-27,Finance,6,31,62.53,144,60.49,118.81,84.0,84.4,low
2021-01-27,IT,5,19,191.32,54,114.01,422.79,100.0,100.0,low
2021-01-27,HR,5,16,111.53,12,101.25,187.32,81.3,91.0,low
2021-01-27,IT,5,25,238.94,110,177.86,472.67,91.0,92.0,low
2021-01-28,Finance,7,31,496.26,75,527.16,1017.18,83.8,75.5,medium
2021-01-30,Operations,6,23,434.31,83,306.12,1279.37,95.8,96.1,low
2021-01-30,IT,4,29,468.74,126,475.87,1326.01,75.5,85.0,low
2021-01-31,Finance,3,26,407.61,13,390.9,853.95,85.2,94.5,low
2021-01-31,HR,6,45,90.55,116,133.58,158.86,61.2,70.7,high
2021-02-01,Finance,2,31,238.78,38,98.41,497.76,100.0,100.0,low
2021-02-01,IT,9,16,242.65,85,250.9,694.71,71.8,77.0,medium
2021-02-01,Finance,9,31,166.33,25,222.98,346.2,58.4,71.2,high
2021-02-03,R&D,3,26,301.92,174,311.36,897.9,69.9,88.9,low
2021-02-04,IT,9,28,269.62,48,271.28,717.69,84.2,82.5,medium
2021-02-04,Marketing,3,15,349.57,94,262.76,623.22,99.2,100.0,low
2021-02-05,R&D,9,48,94.34,57,102.89,240.9,66.9,82.2,medium
2021-02-05,IT,6,31,173.96,117,214.92,446.65,62.3,79.2,high
2021-02-06,HR,4,30,294.15,198,337.27,440.74,73.6,86.8,medium
2021-02-06,HR,7,17,320.62,96,272.55,540.13,86.0,91.6,medium
2021-02-07,Finance,7,31,494.25,155,649.66,1047.36,59.9,79.3,high
2021-02-10,Finance,7,31,391.5,100,341.09,733.72,80.7,86.6,medium
2021-02-10,Marketing,7,36,467.14,68,626.63,893.87,59.0,66.4,high
2021-02-11,IT,4,33,147.34,197,159.55,395.93,76.7,93.3,medium
2021-02-11,Operations,3,19,312.54,49,232.74,958.11,91.4,99.4,low
2021-02-12,IT,8,33,122.89,18,140.69,309.32,74.2,76.8,medium
2021-02-14,Marketing,5,32,486.21,69,471.7,770.48,88.4,88.3,low
2021-02-16,HR,6,32,243.38,36,275.82,354.68,80.2,79.5,medium
2021-02-17,Finance,9,36,144.92,162,169.33,271.34,72.0,75.1,medium
2021-02-18,HR,6,29,331.32,195,366.71,587.36,81.1,77.0,medium
2021-02-18,R&D,4,35,265.54,189,317.68,729.88,68.6,74.1,medium
2021-02-18,IT,6,41,247.3,113,307.72,554.72,62.6,75.1,high
2021-02-19,Operations,3,18,273.69,54,196.33,667.77,99.3,97.9,low
2021-02-20,Finance,2,19,103.26,190,71.37,181.74,91.3,95.4,low
2021-02-21,Sales,8,26,159.91,67,226.27,308.81,62.0,62.6,high
2021-02-22,Finance,6,12,167.6,110,155.74,311.64,85.5,100.0,low
2021-02-23,Operations,8,37,405.82,115,404.07,977.58,74.7,83.1,medium
2021-02-23,Marketing,7,35,237.67,10,259.61,414.05,80.5,81.5,medium
2021-02-25,Marketing,7,28,338.38,17,220.97,644.32,100.0,93.5,medium
2021-02-25,Marketing,8,36,55.35,142,54.95,94.63,77.0,86.1,medium
2021-03-02,R&D,4,37,433.47,84,657.5,1235.28,57.0,59.8,high
2021-03-03,R&D,11,24,122.27,180,71.44,355.36,96.8,100.0,high
2021-03-07,Sales,6,24,203.4,21,251.15,398.61,65.1,74.6,high
2021-03-10,HR,7,20,101.55,34,79.24,170.2,100.0,85.2,medium
2021-03-11,Finance,11,45,265.74,45,332.26,440.25,56.2,72.3,high
2021-03-13,Finance,9,43,154.96,75,228.35,329.87,66.0,63.5,high
2021-03-14,Operations,4,18,445.73,48,462.97,1379.43,79.5,87.7,low
2021-03-16,Marketing,6,36,104.15,123,127.77,164.47,62.5,75.5,high
2021-03-17,Operations,5,31,478.69,32,348.05,1173.43,94.4,96.1,low
2021-03-17,R&D,6,32,217.64,191,185.69,574.4,90.7,100.0,low
2021-03-19,Operations,4,46,372.36,35,465.84,1072.74,70.7,77.7,high
2021-03-20,Finance,3,41,396.79,111,343.46,830.01,92.4,94.1,low
2021-03-20,Marketing,7,39,411.11,135,510.73,652.0,60.5,72.8,high
2021-03-22,Finance,8,32,98.29,150,118.22,198.02,66.3,76.5,high
2021-03-25,Sales,10,28,250.16,50,288.05,589.98,76.1,76.6,medium
2021-03-26,R&D,10,33,131.54,176,131.41,352.31,86.3,69.8,medium
2021-03-28,Sales,7,41,212.57,147,255.26,409.0,73.8,78.4,high
2021-03-28,R&D,3,34,398.06,35,341.28,935.29,82.8,94.5,low
2021-03-28,Marketing,6,21,280.6,197,247.95,430.28,87.3,86.5,low
2021-03-30,R&D,7,34,275.1,185,360.48,823.54,72.8,76.8,high
2021-03-30,IT,4,12,320.63,188,205.78,892.38,96.3,98.2,low
2021-03-31,Sales,7,47,299.57,27,419.59,762.76,55.3,77.9,high
2021-03-31,R&D,9,42,50.71,33,56.77,130.37,65.8,77.6,medium
2021-03-31,Operations,3,27,101.98,197,94.99,270.5,76.3,92.3,low
2021-04-01,Operations,7,28,188.48,54,271.06,472.6,68.2,63.3,high
2021-04-03,Sales,6,46,437.11,149,373.43,1028.42,98.8,97.1,low
2021-04-04,Finance,9,14,118.83,180,120.83,176.09,76.4,77.1,medium
2021-04-04,Finance,7,27,242.9,90,222.88,414.55,86.5,89.1,medium
2021-04-05,R&D,13,41,454.38,54,667.48,1288.33,56.4,66.2,high
2021-04-05,R&D,4,29,498.5,120,516.61,1629.73,85.1,82.8,low
2021-04-06,Marketing,5,9,285.48,69,151.47,509.36,100.0,100.0,low
2021-04-06,R&D,6,30,354.7,98,173.5,1157.71,98.9,100.0,low
2021-04-08,Marketing,8,20,409.89,53,390.56,792.45,86.3,79.5,medium
2021-04-11,Finance,9,38,327.41,137,397.57,479.68,69.7,78.2,high
2021-04-13,Marketing,4,23,169.52,153,167.92,247.59,79.1,85.8,low
2021-04-14,Operations,7,39,489.84,69,570.26,1439.21,69.6,74.7,medium
2021-04-15,Marketing,7,13,133.44,85,122.53,266.2,87.3,95.0,medium
2021-04-15,Finance,4,19,112.62,50,109.28,184.95,90.4,89.2,low
2021-04-16,Finance,5,36,406.42,18,477.93,862.85,69.5,78.9,medium
2021-04-16,Operations,9,23,351.17,74,518.15,1009.28,57.1,73.8,high
2021-04-17,Sales,2,39,274.8,66,266.78,653.68,78.6,90.2,low
2021-04-17,Marketing,4,27,256.77,21,172.69,470.96,96.7,100.0,low
2021-04-17,HR,9,15,309.64,53,286.3,477.1,77.5,82.8,medium
2021-04-18,IT,9,26,359.32,173,443.3,846.05,65.0,69.6,high
2021-04-18,Operations,5,36,146.41,109,181.84,377.81,60.9,82.2,high
2021-04-19,Marketing,8,36,301.43,25,289.1,551.61,80.7,82.7,medium
2021-04-19,Finance,12,29,323.58,100,438.78,525.38,68.1,64.7,high
2021-04-20,R&D,9,29,261.41,193,354.93,673.66,68.5,72.9,high
2021-04-20,Sales,5,50,62.0,14,78.63,151.19,62.2,73.4,high
2021-04-21,Operations,8,55,309.95,197,424.34,925.81,58.8,65.1,high
2021-04-21,IT,8,47,485.61,179,498.51,957.04,77.4,91.9,medium
2021-04-21,R&D,6,24,167.46,142,140.83,527.11,81.5,93.2,low
2021-04-25,Marketing,4,25,424.44,71,456.8,715.36,80.4,77.3,medium
2021-04-28,R&D,6,38,366.96,95,351.85,924.32,82.1,90.1,low
2021-04-29,R&D,6,29,261.71,52,226.4,831.78,85.4,93.1,low
2021-04-29,Finance,8,30,323.93,69,342.98,605.03,78.2,81.1,medium
2021-05-02,Sales,10,15,374.67,70,424.49,1017.17,77.1,79.3,medium
2021-05-03,R&D,5,31,238.16,56,295.95,678.76,67.4,85.0,high
2021-05-04,IT,7,27,175.31,100,196.34,381.07,68.7,84.8,medium
2021-05-04,Sales,6,23,89.19,28,82.16,237.49,97.0,97.3,low
2021-05-06,Sales,7,40,370.26,10,386.32,803.57,80.6,83.2,medium
2021-05-06,Sales,4,30,263.79,56,234.39,538.79,87.1,81.4,low
2021-05-07,IT,3,19,493.09,173,277.49,1317.25,93.3,100.0,low
2021-05-07,Finance,3,27,364.09,35,334.56,778.52,81.6,86.5,low
2021-05-10,Finance,6,33,144.71,49,148.26,266.57,84.4,78.8,low
2021-05-11,IT,6,58,280.66,111,318.69,702.17,70.6,86.4,medium
2021-05-11,HR,2,19,175.36,54,134.19,269.78,84.6,93.0,low
2021-05-11,Finance,5,30,140.94,78,151.41,217.22,71.0,80.2,medium
2021-05-13,Sales,5,20,407.66,80,499.94,819.47,66.0,71.3,high
2021-05-13,Sales,4,31,73.87,89,52.45,174.76,86.2,100.0,low
2021-05-14,Sales,3,43,98.7,27,129.5,187.49,59.2,81.9,high
2021-05-15,Operations,7,36,366.09,157,317.24,989.72,86.3,88.6,medium
2021-05-16,R&D,8,29,151.21,77,196.56,411.96,56.9,67.3,high
2021-05-17,Sales,6,6,358.52,12,293.56,767.09,83.3,94.9,low
2021-05-17,IT,10,23,270.5,58,411.62,680.3,50.9,62.4,high
2021-05-18,Operations,3,13,365.34,184,188.82,963.76,99.8,100.0,low
2021-05-19,R&D,7,33,106.72,37,97.78,302.44,77.1,79.8,medium
2021-05-19,Marketing,4,36,206.61,121,223.78,316.27,70.2,85.1,medium
2021-05-20,Marketing,6,26,225.51,22,168.33,358.58,82.7,91.9,low
2021-05-20,R&D,4,28,53.72,15,48.2,123.05,78.8,89.1,low
2021-05-20,Finance,6,42,397.21,88,365.44,719.2,78.7,93.3,low
2021-05-22,IT,7,40,280.49,86,312.66,592.05,61.7,72.5,medium
2021-05-23,R&D,5,18,203.31,109,154.15,509.85,97.0,100.0,low
2021-05-24,Operations,7,12,139.39,81,97.49,307.34,91.3,100.0,medium
2021-05-24,Sales,4,39,237.06,168,272.56,570.47,76.1,87.1,medium
2021-05-25,IT,4,45,300.07,38,201.13,670.83,93.6,100.0,low
2021-05-25,Sales,3,35,200.08,92,268.67,451.63,56.3,73.2,high
2021-05-25,Marketing,6,12,123.63,25,113.31,194.6,86.6,91.3,low
2021-05-25,IT,6,19,280.17,47,216.72,555.51,88.8,92.3,low
2021-05-26,Finance,8,36,184.53,62,277.9,354.35,60.6,66.0,high
2021-05-26,HR,6,35,163.94,134,146.0,206.95,73.0,80.4,low
2021-05-27,Finance,7,22,202.39,100,217.74,327.97,73.2,82.7,medium
2021-05-27,Sales,6,23,488.61,148,492.36,1100.28,77.5,85.5,low
2021-05-30,R&D,7,24,237.94,85,215.63,596.66,83.8,86.8,medium
2021-05-30,R&D,7,16,255.03,85,163.27,624.18,96.2,100.0,medium
2021-05-31,IT,5,14,133.41,46,165.84,347.58,69.1,82.5,high
2021-06-01,Finance,7,31,430.9,141,348.43,673.89,87.3,90.9,medium
2021-06-02,IT,8,38,290.27,151,320.61,742.44,73.5,74.2,medium
2021-06-04,R&D,5,11,238.97,124,126.44,534.9,100.0,100.0,low
2021-06-05,Operations,5,27,241.5,82,173.04,704.98,94.4,100.0,low
2021-06-08,Finance,11,30,214.09,52,256.81,371.54,62.9,73.8,high
2021-06-08,HR,6,32,77.7,181,91.46,134.06,76.0,77.2,medium
2021-06-08,R&D,8,32,465.32,180,405.37,1347.12,80.8,83.0,medium
2021-06-09,R&D,5,29,408.88,106,415.19,1160.76,87.8,87.5,low
2021-06-14,Marketing,14,19,71.51,150,116.15,136.97,52.5,59.6,high
2021-06-15,IT,4,44,165.24,24,102.63,443.03,100.0,100.0,low
2021-06-21,Operations,6,44,237.51,172,279.28,505.1,70.7,91.6,medium
2021-06-23,Sales,4,20,403.84,33,233.79,817.59,99.3,100.0,low
2021-06-24,IT,8,40,212.07,142,274.51,432.16,74.4,75.0,high
2021-06-28,Marketing,9,15,71.3,128,43.38,139.13,99.4,96.3,medium
2021-06-30,R&D,6,23,381.49,18,442.08,1179.07,67.9,80.6,medium
2021-06-30,IT,5,19,428.42,93,346.75,1113.84,96.1,87.8,low
2021-06-30,Finance,5,38,60.15,122,60.83,92.27,77.4,69.4,low
2021-07-01,Operations,3,45,473.73,10,495.46,1040.4,70.1,92.4,low
2021-07-04,Finance,8,20,187.7,101,172.16,341.26,90.1,86.5,medium
2021-07-04,Finance,4,30,136.42,12,117.25,291.12,95.4,97.4,low
2021-07-07,Finance,6,26,88.89,111,62.91,133.87,87.0,84.4,low
2021-07-09,Marketing,5,22,363.94,171,248.5,588.22,94.4,97.0,low
2021-07-09,Marketing,10,46,346.75,81,451.93,668.48,62.6,73.4,high
2021-07-09,R&D,8,38,215.15,17,272.05,639.9,65.1,66.5,high
2021-07-09,R&D,4,42,51.7,66,48.44,159.31,84.0,90.1,low
2021-07-10,IT,8,32,210.41,57,304.68,529.89,53.7,72.2,high
2021-07-11,Sales,10,33,470.66,35,579.34,1208.55,67.5,80.3,high
2021-07-13,Operations,3,30,343.85,19,373.89,1066.3,67.8,94.3,medium
2021-07-14,Finance,8,26,200.9,155,221.43,338.83,77.1,75.5,medium
2021-07-15,IT,7,31,366.39,113,416.98,805.05,73.4,84.6,medium
2021-07-16,Finance,4,24,483.04,59,570.99,848.87,64.3,79.0,medium
2021-07-16,Finance,7,22,176.97,83,200.01,344.13,74.6,80.0,medium
2021-07-17,Finance,5,49,249.79,25,293.75,534.26,66.8,77.9,medium
2021-07-17,HR,4,25,112.68,58,114.88,165.85,70.2,82.7,low
2021-07-17,IT,5,31,416.44,139,373.22,1117.86,89.4,91.6,low
2021-07-18,R&D,3,48,411.24,73,442.46,1258.99,71.0,80.3,medium
2021-07-18,Finance,8,34,360.16,141,395.65,736.33,83.6,79.9,medium
2021-07-19,Sales,6,33,236.52,165,172.69,571.41,97.2,99.6,low
2021-07-19,Operations,5,43,486.3,165,562.49,1352.9,79.7,72.2,medium
2021-07-19,R&D,6,26,399.19,161,393.85,1285.63,79.9,79.0,low
2021-07-19,Marketing,6,35,267.62,124,332.13,392.98,64.7,73.5,high
2021-07-20,Operations,5,40,270.37,175,308.0,633.68,74.4,79.8,medium
2021-07-22,Finance,5,28,330.75,60,230.36,524.11,85.6,87.5,low
2021-07-23,Marketing,6,34,402.76,53,499.4,763.65,68.5,77.5,high
2021-07-23,Sales,5,35,121.02,185,131.32,225.97,74.0,78.6,medium
2021-07-25,HR,13,32,482.46,87,623.46,733.93,68.2,71.3,high
2021-07-25,Finance,3,24,119.22,117,89.94,196.98,94.3,100.0,low
2021-07-27,IT,3,38,123.25,127,70.61,301.09,96.6,100.0,low
2021-07-27,Sales,8,41,289.71,12,237.76,652.8,77.2,84.3,medium
2021-07-28,R&D,4,10,440.36,142,259.16,1108.43,100.0,99.9,low
2021-07-28,Operations,5,28,323.58,83,300.03,913.74,87.1,90.8,low
2021-07-30,Finance,5,18,122.72,143,130.97,237.78,78.9,80.9,medium
2021-07-31,Marketing,7,15,267.53,46,362.61,438.51,58.5,75.0,high
2021-08-02,Marketing,4,31,78.74,74,55.77,158.43,83.3,93.7,low
2021-08-03,R&D,12,34,142.72,187,143.09,356.44,79.0,86.2,high
2021-08-09,Finance,4,45,322.79,106,381.68,550.02,71.2,88.2,medium
2021-08-10,Marketing,7,20,355.66,163,173.21,564.45,100.0,100.0,medium
2021-08-15,IT,6,31,294.32,76,289.27,634.47,91.0,84.5,low
2021-08-16,Operations,6,35,260.31,129,314.81,685.36,81.5,79.2,high
2021-08-18,Sales,6,32,70.3,80,70.07,176.86,80.2,83.6,low
2021-08-23,HR,9,25,276.02,161,278.35,485.71,82.6,92.0,medium
2021-08-23,IT,6,17,342.86,126,304.17,952.51,84.2,98.9,low
2021-08-24,Operations,3,24,176.68,146,181.67,429.71,73.3,88.5,low
2021-08-26,Finance,7,39,202.34,87,276.93,327.26,66.8,69.7,high
2021-08-27,Marketing,5,32,215.64,109,172.7,325.51,94.1,90.3,low
2021-08-29,HR,9,45,327.57,66,515.76,431.2,41.7,67.6,high
2021-08-29,IT,5,27,415.39,128,329.37,946.41,90.7,90.3,low
2021-08-30,IT,6,46,357.73,141,429.27,880.55,65.7,75.2,medium
2021-08-30,Marketing,4,29,168.08,87,201.3,354.34,67.8,81.8,medium
2021-08-31,Marketing,6,33,368.55,119,455.37,634.76,61.5,82.6,high
2021-08-31,HR,8,19,430.03,87,540.99,676.02,65.2,72.7,high
2021-09-01,Operations,5,25,456.29,119,523.06,1307.17,71.6,86.4,medium
2021-09-02,IT,8,17,479.0,84,475.05,1255.23,78.5,89.2,medium
2021-09-03,HR,4,39,331.26,102,308.87,583.5,80.0,90.7,low
2021-09-03,IT,5,10,337.25,72,256.71,954.38,90.5,100.0,low
2021-09-04,Sales,7,34,150.92,30,221.08,288.65,51.6,76.7,high
2021-09-04,R&D,4,37,301.63,20,368.31,834.51,63.4,78.3,high
2021-09-04,Marketing,8,35,458.52,62,519.86,800.36,83.1,86.3,medium
2021-09-04,Operations,9,38,346.7,142,356.61,910.13,72.8,84.2,medium
2021-09-06,Sales,2,37,391.24,199,344.76,1025.75,83.5,94.4,low
2021-09-08,Finance,8,30,59.78,118,50.09,101.77,85.2,91.5,medium
2021-09-11,Sales,4,29,407.05,167,355.15,857.56,80.2,90.9,low
2021-09-11,HR,5,18,269.41,15,335.84,458.14,57.3,74.7,high
2021-09-15,Operations,9,26,469.0,82,504.48,1236.8,85.3,80.4,medium
2021-09-16,Operations,5,18,182.28,16,218.64,548.09,73.6,76.7,medium
2021-09-16,IT,3,36,285.69,179,206.91,605.91,92.3,96.7,low
2021-09-17,Operations,5,41,335.34,114,402.84,1014.78,65.2,75.1,high
2021-09-17,HR,8,34,298.47,172,267.85,406.65,83.6,87.4,medium
2021-09-19,Finance,3,29,189.24,102,166.88,382.07,94.6,87.0,low
2021-09-19,Sales,7,51,436.7,17,384.2,1068.34,84.1,88.7,medium
2021-09-24,IT,3,44,107.41,45,109.99,232.43,85.4,93.4,low
2021-09-25,IT,5,10,482.41,74,216.53,1029.77,100.0,100.0,low
2021-09-25,Marketing,5,38,114.85,129,119.84,214.17,80.4,82.6,low
2021-09-25,HR,4,16,425.36,135,287.53,633.85,97.1,100.0,low
2021-09-27,Operations,9,25,184.19,138,197.16,494.37,74.0,79.6,medium
2021-09-29,Marketing,5,27,189.87,70,162.4,366.41,84.4,90.1,low
2021-09-29,Marketing,6,14,437.95,55,333.45,819.85,88.2,100.0,low
2021-09-29,HR,9,46,344.95,120,413.18,609.31,73.2,77.6,medium
2021-09-30,R&D,12,27,349.98,77,588.03,1078.74,46.4,47.4,high
2021-10-01,HR,6,15,146.18,143,136.57,259.56,80.7,100.0,low
2021-10-01,Operations,7,22,92.71,93,73.85,228.88,91.8,93.9,medium
2021-10-01,Marketing,8,25,273.38,62,286.23,547.3,77.2,75.2,medium
2021-10-02,Operations,6,20,58.79,125,55.4,138.8,85.0,86.1,low
2021-10-02,Sales,8,31,233.48,165,173.44,439.83,91.2,100.0,medium
2021-10-03,IT,11,42,412.09,131,621.65,1033.12,54.4,65.3,high
2021-10-04,Sales,3,26,285.16,63,185.07,639.47,91.8,94.0,low
2021-10-07,Sales,4,5,407.23,57,375.97,910.54,88.0,88.7,low
2021-10-08,Marketing,7,27,499.87,38,557.35,791.89,70.2,79.3,medium
2021-10-09,IT,4,25,345.25,150,402.75,854.01,78.4,71.1,medium
2021-10-09,IT,4,25,377.47,176,257.17,791.51,97.8,100.0,low
2021-10-09,Operations,2,28,245.6,149,218.77,676.8,90.3,99.2,low
2021-10-10,R&D,5,20,481.83,19,587.28,1274.37,71.0,75.6,high
2021-10-13,Sales,4,35,149.49,181,206.91,313.28,56.2,68.8,high
2021-10-14,Marketing,5,14,256.77,57,210.83,540.73,95.6,100.0,low
2021-10-14,Sales,7,39,64.11,136,72.47,151.89,77.8,90.2,medium
2021-10-15,Sales,7,29,53.76,32,43.77,143.85,92.3,92.0,medium
2021-10-16,IT,7,22,404.14,29,460.31,900.62,78.7,81.0,medium
2021-10-17,Marketing,7,18,483.97,109,275.75,897.7,97.4,100.0,medium
2021-10-17,Sales,6,23,281.07,10,287.26,636.02,88.5,87.2,low
2021-10-17,Sales,4,40,227.97,12,209.35,468.51,79.5,89.4,low
2021-10-18,Finance,7,29,469.99,66,382.33,701.65,88.6,87.2,medium
2021-10-18,Finance,5,26,474.01,23,546.49,994.81,78.1,75.7,medium
2021-10-19,Sales,6,31,290.8,80,275.72,646.47,83.9,86.9,low
2021-10-20,R&D,5,43,73.35,44,73.4,208.47,78.9,82.2,low
2021-10-20,R&D,3,39,359.32,73,302.84,827.49,86.1,91.4,low
2021-10-20,Finance,8,20,382.82,150,519.04,758.99,70.4,80.8,high
2021-10-20,HR,7,23,116.78,49,130.35,144.37,67.0,81.0,medium
2021-10-20,Finance,10,34,251.77,26,265.44,376.46,83.6,79.5,medium
2021-10-21,Marketing,4,25,424.29,87,426.14,676.44,80.9,85.6,low
2021-10-21,Finance,4,17,243.72,86,211.47,485.4,85.2,90.8,low
2021-10-23,Marketing,8,36,97.43,46,87.59,154.76,79.2,98.5,medium
2021-10-24,Operations,4,40,415.32,87,332.81,1181.27,87.3,96.4,low
2021-10-24,Finance,3,41,284.87,90,272.16,554.58,80.8,84.2,low
2021-10-25,Sales,6,32,93.46,190,136.22,236.36,63.7,71.3,high
2021-10-25,Sales,8,25,474.9,74,473.87,1303.56,70.7,85.0,medium
2021-10-25,Operations,6,39,179.69,158,196.56,388.58,78.8,81.9,medium
2021-10-25,Finance,7,41,127.34,77,163.5,215.25,66.8,77.4,high
2021-10-26,Marketing,10,37,497.55,30,390.53,817.64,83.5,100.0,medium
2021-10-29,R&D,2,27,413.24,39,161.27,1159.48,100.0,100.0,low
2021-10-31,Finance,5,22,104.35,31,118.88,219.32,80.9,90.1,medium
2021-10-31,HR,9,37,276.28,161,398.09,403.96,60.2,65.7,high
2021-11-02,Operations,6,15,231.22,29,254.34,654.9,77.1,71.6,medium
2021-11-02,IT,9,18,484.43,99,457.78,1042.34,84.6,90.9,medium
2021-11-02,Marketing,7,22,318.43,125,301.31,476.89,79.7,86.9,medium
2021-11-03,IT,8,35,237.47,75,287.15,648.56,63.8,80.5,high
2021-11-05,IT,7,22,314.46,190,290.87,667.39,97.7,85.7,medium
2021-11-05,HR,7,28,218.27,146,228.53,285.87,77.0,85.5,medium
2021-11-06,R&D,5,36,244.56,54,194.21,637.62,91.1,100.0,low
2021-11-06,IT,8,43,164.66,87,186.29,444.6,78.4,76.4,medium
2021-11-06,Marketing,7,23,275.65,31,293.59,476.19,78.6,76.8,medium
2021-11-07,HR,5,36,79.65,40,72.63,133.39,80.3,88.9,low
2021-11-11,Sales,7,44,424.82,20,454.7,1087.63,81.9,84.7,medium
2021-11-12,IT,2,22,106.21,75,73.47,236.07,98.9,98.8,low
2021-11-12,R&D,2,22,366.33,177,243.56,1161.96,86.6,100.0,low
2021-11-12,IT,8,26,140.37,102,158.43,358.49,74.4,75.7,medium
2021-11-12,Operations,5,24,168.58,93,184.84,521.0,68.1,79.0,medium
2021-11-14,Finance,5,35,210.48,40,267.24,343.59,69.8,77.0,high
2021-11-14,R&D,7,32,79.83,49,92.73,219.92,72.7,82.4,medium
2021-11-14,Marketing,4,31,188.98,147,189.58,311.42,81.5,83.3,low
2021-11-15,IT,7,23,334.12,63,373.32,835.83,77.6,91.9,medium
2021-11-15,Operations,4,32,181.6,44,171.71,534.08,81.2,94.7,low
2021-11-16,HR,1,22,202.55,140,170.78,343.93,85.5,95.3,low
2021-11-17,IT,4,30,94.13,124,119.62,202.19,65.1,78.4,high
2021-11-18,R&D,5,21,241.11,50,153.74,643.58,95.4,100.0,low
2021-11-19,HR,9,42,181.67,175,213.74,291.14,74.6,79.3,medium
2021-11-20,Finance,4,28,405.85,128,316.68,678.63,92.2,95.5,low
2021-11-21,IT,7,21,360.37,75,317.32,984.61,94.2,97.4,medium
2021-11-21,R&D,3,21,473.51,80,323.06,1349.87,94.2,96.2,low
2021-11-22,Finance,6,31,85.63,124,55.07,166.12,98.0,100.0,low
2021-11-22,IT,6,38,424.71,69,313.34,1156.19,90.0,90.0,low
2021-11-23,HR,3,41,339.75,183,335.91,570.79,80.9,83.4,low
2021-11-25,Operations,8,35,468.66,150,540.53,1325.04,67.4,75.7,medium
2021-11-27,R&D,5,33,169.77,23,123.19,506.7,93.9,97.6,low
2021-11-28,HR,6,25,198.86,102,143.0,337.5,89.1,100.0,low
2021-11-28,IT,4,31,239.03,82,134.25,680.21,100.0,100.0,low
2021-11-29,Sales,4,41,386.48,115,372.21,902.88,75.9,87.8,low
2021-11-29,R&D,8,29,435.74,63,566.9,1116.63,70.0,71.8,high
2021-11-29,R&D,10,35,190.71,18,222.57,617.93,72.8,80.5,medium
2021-11-30,Finance,5,19,55.59,91,55.6,115.55,82.3,81.3,low
2021-11-30,HR,4,30,123.6,36,131.4,153.92,63.4,85.7,medium
2021-12-01,Marketing,7,33,393.92,81,524.03,645.41,60.3,65.2,high
2021-12-02,Finance,6,40,397.58,75,438.62,742.86,75.2,87.2,medium
2021-12-03,R&D,9,19,211.02,196,174.75,466.79,87.4,91.7,medium
2021-12-04,Sales,7,24,377.2,195,346.94,894.63,85.7,88.9,medium
2021-12-04,Sales,6,15,354.86,65,363.57,956.14,78.7,77.1,low
2021-12-06,R&D,4,33,353.33,177,331.62,832.77,85.3,92.3,low
2021-12-09,Marketing,4,33,486.07,198,442.32,737.26,82.7,77.9,low
2021-12-10,Sales,9,28,50.61,78,54.92,110.84,80.2,80.1,medium
2021-12-10,R&D,9,19,430.57,129,564.25,1335.43,69.3,71.9,high
